text,file_name
"a close up of a number of different colored leaves",downloaded_image_t1264.jpg
"people walking down a walkway with umbrellas in the rain",downloaded_image_t1265.jpg
"a table with a number of different drinks and prices",downloaded_image_t1266.jpg
"a graphed line with a point on the center and a line at the bottom",downloaded_image_t1267.jpg
"a close up of a bar chart with a number of different types of items",downloaded_image_t1269.jpg
"a graphing plot of a curve with a line of equal and a curve of equal",downloaded_image_t1270.jpg
"a circle with a triangle and a point on the center",downloaded_image_t1271.jpg
"a screenshot of a bar chart with a line graph and a line graph",downloaded_image_t1273.jpg
"a diagram of a fox, snake, rabbit, snake, snake, snake, field mouse,",downloaded_image_t1274.jpg
"a diagram of the planets and their major planets",downloaded_image_t1275.jpg
"there are many different toy vehicles and a bus on the table",downloaded_image_t1276.jpg
"a close up of a ruler with a plant growing on it",downloaded_image_t1280.jpg
"a close up of a number of different lines of writing",downloaded_image_t1283.jpg
"a close up of a pie chart with a few different pies",downloaded_image_t1285.jpg
"a circle with a center and a center inscribed in the middle",downloaded_image_t1287.jpg
"a circle with a center and a center inscribed in it",downloaded_image_t1288.jpg
"a close up of a circle with a half of it in the middle",downloaded_image_t1289.jpg
"there are many toy cars and a bus on the table",downloaded_image_t1290.jpg
"a circle with a center and a center inscribed in it",downloaded_image_t1291.jpg
"a close up of a ct scan of a dog's head",downloaded_image_t1292.jpg
"a picture showing the area of a rectangle with the sides of the rectangle",downloaded_image_t1294.jpg
"a triangle with the base of the triangle and the base of the triangle",downloaded_image_t1295.jpg
"a diagram of a horizontal line with a x and x on it",downloaded_image_t1296.jpg
"a chart showing the number of people who are in the world with the same number of people",downloaded_image_t1297.jpg
"woman in car with cake and drink in hand",downloaded_image_t1298.jpg
"a picture of a triangle with three intersectings and three triangles",downloaded_image_t1299.jpg
"a chart of sales statistics for different items",downloaded_image_t1300.jpg
"there are three different colored cubes and a ball on a table",downloaded_image_t1301.jpg
"a close up of a ruler with a number on it",downloaded_image_t21.jpg
"a diagram of a circle with a center and a center at the end",downloaded_image_t22.jpg
"a diagram of a set of four squares with a red dot on each of them",downloaded_image_t25.jpg
"a close up of a graph with a line of data on it",downloaded_image_t26.jpg
"arafed graph of the number of people who are in the area",downloaded_image_t27.jpg
"a diagram of a line that is parallel to the point of a line",downloaded_image_t28.jpg
"a diagram of a hexagonal area with a height of",downloaded_image_t29.jpg
"cartoon of a man standing in a living room with a plant",downloaded_image_t210.jpg
"there are three different colored cylinders and a ball on a table",downloaded_image_t211.jpg
"they are two people sitting at a table with a glass of wine",downloaded_image_t212.jpg
"a picture showing a triangle with a side of a triangle and a side of a triangle with a",downloaded_image_t213.jpg
"a graphing curve with a curve of three different lengths and a number of different numbers",downloaded_image_t215.jpg
"a diagram of a network of different types of food",downloaded_image_t216.jpg
"there are several different colored objects on a white surface",downloaded_image_t217.jpg
"a diagram of a triangle with a height of",downloaded_image_t218.jpg
"a close up of a sheet of paper with a graph on it",downloaded_image_t219.jpg
"cartoon of a woman walking down a path in a park",downloaded_image_t220.jpg
"a chart of percentage of women who received anticreed therapy in",downloaded_image_t221.jpg
"a diagram of a circle with a point at the center and a point at the end",downloaded_image_t222.jpg
"there are several different colored objects on a white surface",downloaded_image_t224.jpg
"a diagram of a circle with a line that is perpendicular to the center",downloaded_image_t225.jpg
"two women in white shirts standing next to each other",downloaded_image_t226.jpg
"arafed black and white photograph of three men in suits and ties",downloaded_image_t227.jpg
"araful city bus on a city street with buildings in the background",downloaded_image_t228.jpg
"a screenshot of a computer screen showing a graphing function",downloaded_image_t229.jpg
"there are a few toy cars and a motorcycle on a table",downloaded_image_t230.jpg
"a circle with a center and a center inscribed in the middle",downloaded_image_t231.jpg
"a close up of a text that has been altered to look like it is written in black",downloaded_image_t232.jpg
"a triangle with three sides and three sides that are congructed",downloaded_image_t235.jpg
"a close up of a bar chart with a number of columns",downloaded_image_t236.jpg
"there is a bathroom with a bathtub, shelves, and a mirror",downloaded_image_t239.jpg
"a diagram of a curve with a line of different colors",downloaded_image_t240.jpg
"a graphing wave is shown with the same amplitude as the other wave",downloaded_image_t241.jpg
"there are two people on the beach flying a kite",downloaded_image_t242.jpg
"arafed black and white photo of a man and a woman",downloaded_image_t244.jpg
"a close up of a graph with a curve on a black background",downloaded_image_t245.jpg
"there are many different shapes and sizes of objects on the table",downloaded_image_t246.jpg
"a diagram of a bar chart with different types of people",downloaded_image_t247.jpg
"there are four different colored cylinders and one is a cube",downloaded_image_t250.jpg
"a picture of a number of red and white kites with one missing",downloaded_image_t251.jpg
"a close up of a table with a number of items on it",downloaded_image_t252.jpg
"there are three different colored cubes and one is a ball",downloaded_image_t253.jpg
"a chart showing the percentage of people who are using social media",downloaded_image_t254.jpg
"there are a lot of different toys that are on the table",downloaded_image_t255.jpg
"arafed woman in a gray jacket and black dress standing next to a man in a suit",downloaded_image_t256.jpg
"there are three balls and a cube on a table",downloaded_image_t257.jpg
"a close up of a kite with four sides and four sides",downloaded_image_t258.jpg
"a table with a number of participants per race",downloaded_image_t259.jpg
"a circle with four sides and four sides with the same center",downloaded_image_t261.jpg
"there are several balls and a cylinder on a table",downloaded_image_t262.jpg
"a chart of the percentage of people who are fighting for their rights",downloaded_image_t263.jpg
"a diagram of a tree with the four parts labeled",downloaded_image_t264.jpg
"a triangle with the sides of two triangles and one side of the triangle",downloaded_image_t266.jpg
"a cross is shown with the coordinates of the coordinate",downloaded_image_t268.jpg
"arafed image of two men shaking hands in a room",downloaded_image_t269.jpg
"a table with a number of different types of data",downloaded_image_t271.jpg
"a graph showing the number of people who are using social media",downloaded_image_t272.jpg
"two men sitting on the back of a truck with a camera",downloaded_image_t273.jpg
"a diagram of a whale and its surroundings",downloaded_image_t275.jpg
"a close up of a ruler with a wooden handle on a white background",downloaded_image_t276.jpg
"a circle with a point at the center and a point at the end",downloaded_image_t278.jpg
"a picture showing the area of a triangle with a side of a triangle",downloaded_image_t280.jpg
"a close up of a ruler with a number on it",downloaded_image_t281.jpg
"a chart showing the number of people who have been hospitalized in the hospital",downloaded_image_t282.jpg
"a diagram of a bar chart with the number of values in each column",downloaded_image_t284.jpg
"a picture showing the area of a square with a",downloaded_image_t286.jpg
"a graph showing the number of people in a city with a population of about",downloaded_image_t287.jpg
"a diagram of a circle with a center and a center on it",downloaded_image_t289.jpg
"a diagram of a line that has three parallel lines",downloaded_image_t290.jpg
"a table with a number of different types of the same type of data",downloaded_image_t293.jpg
"a graph showing the percentage of people who have access to electricity in the country",downloaded_image_t295.jpg
"a diagram of a triangle with two sides and a second side",downloaded_image_t299.jpg
"a table with a number of different names and numbers",downloaded_image_t2100.jpg
"a screenshot of a graph showing the number of people who have visited the united states",downloaded_image_t2101.jpg
"a diagram of a fish and other animals that are in the water",downloaded_image_t2102.jpg
"a pie chart of the percentage of people who are in the united states",downloaded_image_t2103.jpg
"a close up of a clock with a blue background and a white face",downloaded_image_t2104.jpg
"a close up of a ladder with numbers on it",downloaded_image_t2105.jpg
"a screenshot of a bar chart showing the percentage of people who are using social media",downloaded_image_t2106.jpg
"there are two red and purple cubes and a red ball",downloaded_image_t2108.jpg
"a triangle with three sides and three sides that are congructed",downloaded_image_t2110.jpg
"a picture shows a circle with a point on the middle and a line of sight on the middle",downloaded_image_t2111.jpg
"a screenshot of a graphing function with a curve and a line of graphs",downloaded_image_t2112.jpg
"a close up of a graph with a line graph on it",downloaded_image_t2115.jpg
"a diagram of a set of four different shapes and numbers",downloaded_image_t2117.jpg
"a picture showing the side of a triangle with the letters e and f",downloaded_image_t2118.jpg
"a screenshot of a graph showing the number of people who are using twitter",downloaded_image_t2119.jpg
"there are many different colored balls and cubes on the table",downloaded_image_t2121.jpg
"there are four different types of toy airplanes and a bike",downloaded_image_t2123.jpg
"arafed photo of a group of wrestlers posing for a picture",downloaded_image_t2124.jpg
"there are two men sitting at a table with plates of food",downloaded_image_t2125.jpg
"a diagram of a number of different objects in a series",downloaded_image_t2126.jpg
"a picture shows a triangle with three sides and a line with three sides",downloaded_image_t2128.jpg
"a triangle with four sides and four sides with four sides",downloaded_image_t2129.jpg
"a diagram of a circle with a center and a center at the end",downloaded_image_t2130.jpg
"a triangle with three sides and three sides that are congructed",downloaded_image_t2132.jpg
"a table with a list of days and days to do",downloaded_image_t2133.jpg
"arafed man and woman shaking hands in front of flags",downloaded_image_t2134.jpg
"a triangle with three sides and three sides with the letters a, b, and c",downloaded_image_t31.jpg
"smiling woman in a brown jacket and black pants holding a plaque",downloaded_image_t34.jpg
"a pregnant woman in a gold dress and a man in a black shirt",downloaded_image_t36.jpg
"a diagram of a line that is parallel to two other lines",downloaded_image_t37.jpg
"a diagram of the life cycle of a frog",downloaded_image_t38.jpg
"a close up of a computer screen with a number of blocks",downloaded_image_t39.jpg
"a triangle with three sides and four sides that are parallel",downloaded_image_t311.jpg
"a circle with a center and a center inscribed in a circle",downloaded_image_t314.jpg
"a close up of a clock with a triangle and a red line",downloaded_image_t316.jpg
"a close up of a sheet of paper with numbers and symbols",downloaded_image_t318.jpg
"there are three toy cars and a toy airplane on a table",downloaded_image_t320.jpg
"a triangle with a line that is perpendicular to the right",downloaded_image_t323.jpg
"there is a man and woman standing on a red carpet",downloaded_image_t324.jpg
"a close up of a calculator with a calculator and a calculator",downloaded_image_t325.jpg
"a picture shows a circle with a point on the center and a line that goes through it",downloaded_image_t326.jpg
"there are many different colored objects on a white surface",downloaded_image_t327.jpg
"a black and white photo of a man and woman smiling",downloaded_image_t329.jpg
"a chart of the number of different colors of paint and the size of the paint",downloaded_image_t330.jpg
"arafed photo of a man and woman posing for a picture",downloaded_image_t331.jpg
"a drawing of a square with a triangle inside of it",downloaded_image_t334.jpg
"a close up of a number of squares with different colors",downloaded_image_t335.jpg
"a diagram of a food web with animals and other animals",downloaded_image_t336.jpg
"a plot of a wave with a line of data on it",downloaded_image_t337.jpg
"there are a few toy cars and a motorcycle on a table",downloaded_image_t339.jpg
"there are a group of people sitting at a table together",downloaded_image_t343.jpg
"a close up of a ruler with a plant growing on it",downloaded_image_t344.jpg
"a table with a number of leaves and numbers on it",downloaded_image_t345.jpg
"a close up of a clock with a hexagon pattern on it",downloaded_image_t346.jpg
"two circles with purple dots are shown in the middle of them",downloaded_image_t347.jpg
"a close up of a table with a bunch of different items",downloaded_image_t348.jpg
"a drawing of a triangle with three sides and three sides",downloaded_image_t350.jpg
"a circle with a triangle and a circle with a point on it",downloaded_image_t351.jpg
"a close up of a person in a suit and tie near a woman",downloaded_image_t352.jpg
"a chart of a bar chart with a few different types of items",downloaded_image_t353.jpg
"a diagram of the different types of fish and their food",downloaded_image_t355.jpg
"a picture showing a triangle with a side of a triangle and a side of a triangle with a",downloaded_image_t356.jpg
"a close up of a solar system with planets and sun",downloaded_image_t357.jpg
"a close up of a white background with a black and blue text",downloaded_image_t358.jpg
"there are a few different colored toys that are on a table",downloaded_image_t359.jpg
"a diagram of a graph with a curve and a line of data",downloaded_image_t360.jpg
"zebras standing in a field of grass with a mountain in the background",downloaded_image_t361.jpg
"a black and white drawing of a curve with a line going up",downloaded_image_t362.jpg
"a pie chart of the different types of people who are in the world",downloaded_image_t363.jpg
"a bar chart showing the number of people who are using the internet",downloaded_image_t364.jpg
"a chart of percentage of children who experience violent violence at home",downloaded_image_t365.jpg
"araffe dressed in red and gold poses with a man in a white shirt",downloaded_image_t366.jpg
"a close up of a number of different types of buttons",downloaded_image_t367.jpg
"a close up of a menu listing for a pizza restaurant",downloaded_image_t368.jpg
"two triangles are shown with the same side lengths and the same side lengths",downloaded_image_t369.jpg
"skiers on a snowy slope with trees in the background",downloaded_image_t372.jpg
"a diagram of a bar chart with data and data in it",downloaded_image_t373.jpg
"a diagram of the life cycle of a frog and other animals",downloaded_image_t374.jpg
"there are two bikes that are sitting next to each other",downloaded_image_t375.jpg
"a triangle with three sides and three sides with the letters a, b, c, and d",downloaded_image_t376.jpg
"a close up of a graph with a line going through it",downloaded_image_t377.jpg
"there are many different toys that are on the table",downloaded_image_t379.jpg
"a diagram of a line graph with a line of different heights",downloaded_image_t380.jpg
"arafed photo of a man and woman in formal dress",downloaded_image_t382.jpg
"a close up of a table with a lot of items on it",downloaded_image_t383.jpg
"a close up of a clock with a blue frame and numbers",downloaded_image_t384.jpg
"there are two people in a kitchen with a large box on their head",downloaded_image_t385.jpg
"a close up of a graph with a line going through it",downloaded_image_t386.jpg
"a close up of a triangle with the letter r on it",downloaded_image_t387.jpg
"a close up of a ruler with a number on it",downloaded_image_t389.jpg
"a close up of a triangle with a red arrow on it",downloaded_image_t390.jpg
"a close up of a ruler with a number on it",downloaded_image_t391.jpg
"a triangle with the side lengths of two sides and the side lengths of the other side",downloaded_image_t393.jpg
"a circle with a point at the center and a line at the end",downloaded_image_t394.jpg
"a white sheet with a diagram of a rectangle and a triangle",downloaded_image_t396.jpg
"there are many different colored cubes and a ball on a table",downloaded_image_t397.jpg
"there are many different toys that are on the table",downloaded_image_t399.jpg
"arafed black and white photo of two men in a car",downloaded_image_t3100.jpg
"a graphing plot with a blue dot and a line of coordinates",downloaded_image_t3101.jpg
"a graphing function of a curve with a blue line",downloaded_image_t3102.jpg
"there are three balls and a cube on a table",downloaded_image_t3104.jpg
"a screenshot of a bar chart showing the number of people who are using social media",downloaded_image_t3105.jpg
"a triangle with three sides and three sides that are parallel",downloaded_image_t3106.jpg
"a diagram of a diagram of a cricket game with the words cricket, rat, owl, grass",downloaded_image_t3107.jpg
"there are many different types of gold and purple items on the table",downloaded_image_t3108.jpg
"there are many different colored objects on a white surface",downloaded_image_t3109.jpg
"a diagram shows a circle with a point at the center and a point at the end",downloaded_image_t3110.jpg
"there are three different colored objects on a white surface",downloaded_image_t3111.jpg
"there are three different colored cubes and a ball on a table",downloaded_image_t3112.jpg
"a picture shows a circle with two intersecting segments and a line with the letter bkd",downloaded_image_t3113.jpg
"a circle with a center and a center inscribed in it",downloaded_image_t3116.jpg
"a close up of a ruler with a number on it",downloaded_image_t3118.jpg
"a close up of a pattern of diamonds on a white background",downloaded_image_t3119.jpg
"a close up of a ruler with a cartoon of a green worm",downloaded_image_t3120.jpg
"a close up of a green bar chart with a person on a skateboard",downloaded_image_t3121.jpg
"three men in suits and ties standing next to each other",downloaded_image_t3122.jpg
"there is a living room with a couch, table, chairs and a television",downloaded_image_t3123.jpg
"a close up of a group of different colored balls and cubes",downloaded_image_t3124.jpg
"arafed curve of a line with a blue line going down it",downloaded_image_t3125.jpg
"a close up of a graph with a curve and a line with a log",downloaded_image_t3127.jpg
"a diagram of a rectangle with a number of sides and a number of sides",downloaded_image_t3128.jpg
"three men on a podium holding up flowers and a trophy",downloaded_image_t3129.jpg
"there are two different colored objects on a white surface",downloaded_image_t3130.jpg
"there are many bananas on a table with a sign on it",downloaded_image_t3131.jpg
"a triangle with a side angle and a side angle of the triangle",downloaded_image_t3132.jpg
"a diagram of a bar chart with a number of different types of blocks",downloaded_image_t3133.jpg
"a butterfly life cycle worksheet for kids",downloaded_image_t3138.jpg
"a circle with a center and a center inscribed in it",downloaded_image_t3139.jpg
"a diagram of a circle with a center and a center at the end",downloaded_image_t3140.jpg
"arafed pizza in a pan with a spatula on a table",downloaded_image_t3142.jpg
